Numero,Titulo,Autor,Co-autor,Ano-de-Publicacao,Titulo-original,Tradutor,Co-tradutor,Ano-de-edicao,alias,Autor2-alias,Tradutor1-alias,Tradutor2-alias,Titulo-link,Capa,pags,Capa-link,Serie,anterior,seguinte,Livro-isfdb,Livro-isfdb-original,Livro-bibliowiki
498,O Enigma de Malacia 1º volume,Brian Aldiss,,1999,The Malacia Tapestry,Alexandra Santos Tavares,,1976,Brian-Aldiss,,Alexandra-Santos-Tavares,,498-O-Enigma-de-Malacia-1-volume,,,,,497-Alem-do-Mar-dos-Sois-2-volume,499-O-Enigma-de-Malacia-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373886,http://www.isfdb.org/cgi-bin/title.cgi?9127,"/index.php/O_Enigma_de_Malacia_(LdB,_1999,_1%C2%BA_volume)"
499,O Enigma de Malacia 2º volume,Brian Aldiss,,1999,The Malacia Tapestry,Alexandra Santos Tavares,,1976,Brian-Aldiss,,Alexandra-Santos-Tavares,,499-O-Enigma-de-Malacia-2-volume,,,,,498-O-Enigma-de-Malacia-1-volume,500-O-Pioneiro,http://www.isfdb.org/cgi-bin/pl.cgi?373880,http://www.isfdb.org/cgi-bin/title.cgi?9127,"/index.php/O_Enigma_de_Malacia_(LdB,_1999,_2%C2%BA_volume)"
500,Ó Pioneiro!,Frederik Pohl,,1999,O Pioneer!,Alexandra Santos Tavares,,1998,Frederik-Pohl,,Alexandra-Santos-Tavares,,500-O-Pioneiro,,,,,499-O-Enigma-de-Malacia-2-volume,501-A-Historia-de-Nerilka,http://www.isfdb.org/cgi-bin/pl.cgi?373882,http://www.isfdb.org/cgi-bin/title.cgi?12058,/index.php/%C3%93_Pioneiro!
501,A História de Nerilka,Anne McCaffrey,,1999,Nerilka's Story A Pern Adventure,Alexandra Santos Tavares,,1986,Anne-McCaffrey,,Alexandra-Santos-Tavares,,501-A-Historia-de-Nerilka,,,,Dragonriders of Pern,500-O-Pioneiro,502-Passagem-Para-o-Passado-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373885,http://www.isfdb.org/cgi-bin/title.cgi?980117,/index.php/A_Hist%C3%B3ria_de_Nerilka
502,Passagem Para o Passado 1º volume,Isidore Haiblum,,1999,Transfer to Yesterday,Alexandra Santos Tavares,,1973,Isidore-Haiblum,,Alexandra-Santos-Tavares,,502-Passagem-Para-o-Passado-1-volume,António Pedro,188,Antonio-Pedro,,501-A-Historia-de-Nerilka,503-Passagem-Para-o-Passado-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373881,http://www.isfdb.org/cgi-bin/title.cgi?225731,"/index.php/Passagem_Para_o_Passado_(LdB,_1999,_1%C2%BA_volume)"
503,Passagem Para o Passado 2º volume,Isidore Haiblum,,1999,Transfer to Yesterday,Alexandra Santos Tavares,,1973,Isidore-Haiblum,,Alexandra-Santos-Tavares,,503-Passagem-Para-o-Passado-2-volume,António Pedro,182,Antonio-Pedro,,502-Passagem-Para-o-Passado-1-volume,504-A-Companhia-de-Phule-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373889,http://www.isfdb.org/cgi-bin/title.cgi?225731,"/index.php/Passagem_Para_o_Passado_(LdB,_1999,_2%C2%BA_volume)"
504,A Companhia de Phule 1º volume,Robert Asprin,,1999,Phule's Company,Alexandra Santos Tavares,,1990,Robert-Asprin,,Alexandra-Santos-Tavares,,504-A-Companhia-de-Phule-1-volume,,186,,Phule's Company,503-Passagem-Para-o-Passado-2-volume,505-A-Companhia-de-Phule-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373883,http://www.isfdb.org/cgi-bin/title.cgi?2541,"/index.php/A_Companhia_de_Phule_(LdB,_1999,_1%C2%BA_volume)"
505,A Companhia de Phule 2º volume,Robert Asprin,,1999,Phule's Company,Alexandra Santos Tavares,,1990,Robert-Asprin,,Alexandra-Santos-Tavares,,505-A-Companhia-de-Phule-2-volume,,,,Phule's Company,504-A-Companhia-de-Phule-1-volume,506-Criptozoica,http://www.isfdb.org/cgi-bin/pl.cgi?373884,http://www.isfdb.org/cgi-bin/title.cgi?2541,"/index.php/A_Companhia_de_Phule_(LdB,_1999,_2%C2%BA_volume)"
506,Criptozóica,Brian Aldiss,,1999,An Age,Alexandra Santos Tavares,,1967,Brian-Aldiss,,Alexandra-Santos-Tavares,,506-Criptozoica,António Pedro,282,Antonio-Pedro,,505-A-Companhia-de-Phule-2-volume,507-As-Trevas-Alem-das-Estrelas-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?374185,http://www.isfdb.org/cgi-bin/title.cgi?680681,/index.php/Criptoz%C3%B3ica
507,As Trevas Além das Estrelas 1º volume,Frank M Robinson,,1999,The Dark Beyond the Stars,Alexandra Tavares,,1981,Frank-M-Robinson,,Alexandra-Tavares,,507-As-Trevas-Alem-das-Estrelas-1-volume,,234,,,506-Criptozoica,508-As-Trevas-Alem-das-Estrelas-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373928,http://www.isfdb.org/cgi-bin/title.cgi?2172,"/index.php/As_Trevas_Al%C3%A9m_das_Estrelas_(LdB,_1999,_1%C2%BA_volume)"
508,As Trevas Além das Estrelas 2º volume,Frank M Robinson,,1999,The Dark Beyond the Stars,Alexandra Tavares,,1981,Frank-M-Robinson,,Alexandra-Tavares,,508-As-Trevas-Alem-das-Estrelas-2-volume,,312,,,507-As-Trevas-Alem-das-Estrelas-1-volume,509-Conduzindo-as-Cegas,http://www.isfdb.org/cgi-bin/pl.cgi?373888,http://www.isfdb.org/cgi-bin/title.cgi?2172,"/index.php/As_Trevas_Al%C3%A9m_das_Estrelas_(LdB,_1999,_2%C2%BA_volume)"
509,Conduzindo às Cegas,Ray Bradbury,,2000,Driving Blind,Alexandra Santos Tavares,,1997,Ray-Bradbury,,Alexandra-Santos-Tavares,,509-Conduzindo-as-Cegas,António Pedro,252,Antonio-Pedro,,508-As-Trevas-Alem-das-Estrelas-2-volume,510-O-Paraiso-de-Phule-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373890,http://www.isfdb.org/cgi-bin/title.cgi?28290,/index.php/Conduzindo_%C3%A0s_Cegas_(colect%C3%A2nea)
510,O Paraíso de Phule 1º volume,Robert Asprin,,2000,Phule's Paradise,Alexandra Santos Tavares,,1992,Robert-Asprin,,Alexandra-Santos-Tavares,,510-O-Paraiso-de-Phule-1-volume,,,,Phule's Company,509-Conduzindo-as-Cegas,511-O-Paraiso-de-Phule-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373924,http://www.isfdb.org/cgi-bin/title.cgi?2540,"/index.php/O_Para%C3%ADso_de_Phule_(LdB,_2000,_1%C2%BA_volume)"
511,O Paraíso de Phule 2º volume,Robert Asprin,,2000,Phule's Paradise,Alexandra Santos Tavares,,1992,Robert-Asprin,,Alexandra-Santos-Tavares,,511-O-Paraiso-de-Phule-2-volume,,,,Phule's Company,510-O-Paraiso-de-Phule-1-volume,512-Rota-de-Colisao,http://www.isfdb.org/cgi-bin/pl.cgi?373891,http://www.isfdb.org/cgi-bin/title.cgi?2540,"/index.php/O_Para%C3%ADso_de_Phule_(LdB,_2000,_2%C2%BA_volume)"
512,Rota de Colisão,Robert Silverberg,,2000,Collision Course,Alexandra Santos Tavares,,1961,Robert-Silverberg,,Alexandra-Santos-Tavares,,512-Rota-de-Colisao,,201,,,511-O-Paraiso-de-Phule-2-volume,513-O-Planeta-das-Virgens,http://www.isfdb.org/cgi-bin/pl.cgi?373905,http://www.isfdb.org/cgi-bin/title.cgi?8737,/index.php/Rota_de_Colis%C3%A3o
513,O Planeta das Virgens,Poul Anderson,,2000,Virgin Planet,Alexandra Santos Tavares,,1959,Poul-Anderson,,Alexandra-Santos-Tavares,,513-O-Planeta-das-Virgens,António Pedro,210,Antonio-Pedro,,512-Rota-de-Colisao,514-O-Homem-Duplicado,http://www.isfdb.org/cgi-bin/pl.cgi?373892,http://www.isfdb.org/cgi-bin/title.cgi?424,/index.php/O_Planeta_das_Virgens
514,O Homem Duplicado,James Blish,Robert Lowndes,2000,The Duplicated Man,Alexandra Santos Tavares,,1953,James-Blish,Robert-Lowndes,Alexandra-Santos-Tavares,,514-O-Homem-Duplicado,,,,,513-O-Planeta-das-Virgens,515-O-Mundo-de-Amanha,http://www.isfdb.org/cgi-bin/pl.cgi?373893,http://www.isfdb.org/cgi-bin/title.cgi?12488,/index.php/O_Homem_Duplicado_(Blish)
515,O Mundo de Amanhã,Hunt Collins,,2000,Tomorrow's World,Alexandra Santos Tavares,,1956,Hunt-Collins,,Alexandra-Santos-Tavares,,515-O-Mundo-de-Amanha,,,,,514-O-Homem-Duplicado,516-A-Conquista-da-Imortalidade,http://www.isfdb.org/cgi-bin/pl.cgi?373897,http://www.isfdb.org/cgi-bin/title.cgi?20217,/index.php/O_Mundo_de_Amanh%C3%A3
516,A Conquista da Imortalidade,Robert Sheckley,,2000,Immortality Inc,Alexandra Santos Tavares,,1959,Robert-Sheckley,,Alexandra-Santos-Tavares,,516-A-Conquista-da-Imortalidade,,,,,515-O-Mundo-de-Amanha,517-O-Exilio-do-Tempo,http://www.isfdb.org/cgi-bin/pl.cgi?373895,http://www.isfdb.org/cgi-bin/title.cgi?1008,/index.php/A_Conquista_da_Imortalidade
517,O Exílio do Tempo,Ray Cummings,,2000,The Exile of Time,Alexandra Santos Tavares,,1931,Ray-Cummings,,Alexandra-Santos-Tavares,,517-O-Exilio-do-Tempo,,,,,516-A-Conquista-da-Imortalidade,518-Cidade-na-Lua,http://www.isfdb.org/cgi-bin/pl.cgi?373894,http://www.isfdb.org/cgi-bin/title.cgi?6744,/index.php/O_Ex%C3%ADlio_do_Tempo
518,Cidade na Lua,Murray Leinster,,2000,City on the Moon,Alexandra Santos Tavares,,1957,Murray-Leinster,,Alexandra-Santos-Tavares,,518-Cidade-na-Lua,António Pedro,176,Antonio-Pedro,,517-O-Exilio-do-Tempo,519-O-Espaco-Exterior,http://www.isfdb.org/cgi-bin/pl.cgi?373896,http://www.isfdb.org/cgi-bin/title.cgi?3536,/index.php/Cidade_na_Lua
519,O Espaço Exterior,A Bertram Chandler,,2000,The Rim of Space,Alexandra Santos Tavares,,1961,A-Bertram-Chandler,,Alexandra-Santos-Tavares,,519-O-Espaco-Exterior,,,,,518-Cidade-na-Lua,520-Os-Caminhos-das-Estrelas,http://www.isfdb.org/cgi-bin/pl.cgi?373898,http://www.isfdb.org/cgi-bin/title.cgi?756,/index.php/O_Espa%C3%A7o_Exterior
520,Os Caminhos das Estrelas,Poul Anderson,,2000,Star Ways,Alexandra Santos Tavares,,1956,Poul-Anderson,,Alexandra-Santos-Tavares,,520-Os-Caminhos-das-Estrelas,,,,,519-O-Espaco-Exterior,521-Nove-Principes-em-Âmbar,http://www.isfdb.org/cgi-bin/pl.cgi?373900,http://www.isfdb.org/cgi-bin/title.cgi?423,/index.php/Os_Caminhos_das_Estrelas
521,Nove Príncipes em Âmbar,Roger Zelazny,,2001,Nine Princes in Amber,Alexandra Santos Tavares,,1970,Roger-Zelazny,,Alexandra-Santos-Tavares,,521-Nove-Principes-em-Âmbar,António Pedro,233,Antonio-Pedro,,520-Os-Caminhos-das-Estrelas,522-Uma-Coisa-do-Outro-Mundo,http://www.isfdb.org/cgi-bin/pl.cgi?374169,http://www.isfdb.org/cgi-bin/title.cgi?1460,/index.php/Nove_Pr%C3%ADncipes_em_%C3%82mbar
522,Uma Coisa do Outro Mundo,Murray Leinster,,2001,Out of This World,Elsa T S Vieira,,1958,Murray-Leinster,,Elsa-T-S-Vieira,,522-Uma-Coisa-do-Outro-Mundo,António Pedro,192,Antonio-Pedro,,521-Nove-Principes-em-Âmbar,523-A-Porta-da-Montanha-do-Fogo,http://www.isfdb.org/cgi-bin/pl.cgi?374170,http://www.isfdb.org/cgi-bin/title.cgi?38359,/index.php/Uma_Coisa_do_Outro_Mundo
523,A Porta da Montanha do Fogo,C J Cherryh,,2001,Gate of Ivrel,Alexandra Santos Tavares,,1976,C-J-Cherryh,,Alexandra-Santos-Tavares,,523-A-Porta-da-Montanha-do-Fogo,António Pedro,288,Antonio-Pedro,,522-Uma-Coisa-do-Outro-Mundo,524-Inteligencia-Artificial,http://www.isfdb.org/cgi-bin/pl.cgi?374171,http://www.isfdb.org/cgi-bin/title.cgi?1886,/index.php/A_Porta_da_Montanha_do_Fogo
524,Inteligência Artificial,Brian Aldiss,,2001,Supertoys last all Summer Long and Other Stories of Future Time,Alexandra Santos Tavares,,2001,Brian-Aldiss,,Alexandra-Santos-Tavares,,524-Inteligencia-Artificial,António Pedro,278,Antonio-Pedro,,523-A-Porta-da-Montanha-do-Fogo,525-O-Poco-de-Shiuan-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373899,http://www.isfdb.org/cgi-bin/title.cgi?623357,/index.php/Intelig%C3%AAncia_Artificial
525,O Poço de Shiuan 1º volume,C J Cherryh,,2001,Well of Shiuan,Alexandra Santos Tavares,,1978,C-J-Cherryh,,Alexandra-Santos-Tavares,,525-O-Poco-de-Shiuan-1-volume,António Pedro,185,Antonio-Pedro,,524-Inteligencia-Artificial,526-O-Poco-de-Shiuan-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?374172,http://www.isfdb.org/cgi-bin/title.cgi?417,"/index.php/O_Po%C3%A7o_de_Shiuan_(LdB,_2001,_1%C2%BA_volume)"
526,O Poço de Shiuan 2º volume,C J Cherryh,,2001,Well of Shiuan,Alexandra Santos Tavares,,1978,C-J-Cherryh,,Alexandra-Santos-Tavares,,526-O-Poco-de-Shiuan-2-volume,António Pedro,184,Antonio-Pedro,,525-O-Poco-de-Shiuan-1-volume,527-As-Armas-de-Avalon,http://www.isfdb.org/cgi-bin/pl.cgi?374173,http://www.isfdb.org/cgi-bin/title.cgi?417,"/index.php/O_Po%C3%A7o_de_Shiuan_(LdB,_2001,_2%C2%BA_volume)"
527,As Armas de Avalon,Roger Zelazny,,2001,The Guns of Avalon,Alexandra Santos Tavares,,1972,Roger-Zelazny,,Alexandra-Santos-Tavares,,527-As-Armas-de-Avalon,António Pedro,240,Antonio-Pedro,,526-O-Poco-de-Shiuan-2-volume,528-As-Labaredas-de-Azeroth-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?374174,http://www.isfdb.org/cgi-bin/title.cgi?1825,/index.php/As_Armas_de_Avalon
528,As Labaredas de Azeroth 1º volume,C J Cherryh,,2001,Fires of Azeroth,Alexandra Santos Tavares,,1979,C-J-Cherryh,,Alexandra-Santos-Tavares,,528-As-Labaredas-de-Azeroth-1-volume,António Pedro,192,Antonio-Pedro,,527-As-Armas-de-Avalon,529-As-Labaredas-de-Azeroth-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?374175,http://www.isfdb.org/cgi-bin/title.cgi?1943,"/index.php/As_Labaredas_de_Azeroth_(LdB,_2001,_1%C2%BA_volume)"
529,As Labaredas de Azeroth 2º volume,C J Cherryh,,2001,Fires of Azeroth,Alexandra Santos Tavares,,1979,C-J-Cherryh,,Alexandra-Santos-Tavares,,529-As-Labaredas-de-Azeroth-2-volume,António Pedro,192,Antonio-Pedro,,528-As-Labaredas-de-Azeroth-1-volume,530-A-Reinvencao-dos-Dragoes-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?374176,http://www.isfdb.org/cgi-bin/title.cgi?1943,"/index.php/As_Labaredas_de_Azeroth_(LdB,_2001,_2%C2%BA_volume)"
530,A Reinvenção dos Dragões 1º volume,Anne McCaffrey,,2001,Dragonsdawn,Alexandra Santos Tavares,,1988,Anne-McCaffrey,,Alexandra-Santos-Tavares,,530-A-Reinvencao-dos-Dragoes-1-volume,Michael Whelan,,Michael-Whelan,Dragonriders of Pern,529-As-Labaredas-de-Azeroth-2-volume,531-A-Reinvencao-dos-Dragoes-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?374177,http://www.isfdb.org/cgi-bin/title.cgi?2062,"/index.php/A_Reinven%C3%A7%C3%A3o_dos_Drag%C3%B5es_(LdB,_2001,_1%C2%BA_volume)"
531,A Reinvenção dos Dragões 2º volume,Anne McCaffrey,,2001,Dragonsdawn,Alexandra Santos Tavares,,1988,Anne-McCaffrey,,Alexandra-Santos-Tavares,,531-A-Reinvencao-dos-Dragoes-2-volume,António Pedro,263,Antonio-Pedro,Dragonriders of Pern,530-A-Reinvencao-dos-Dragoes-1-volume,532-Estrelas-Semeadas,http://www.isfdb.org/cgi-bin/pl.cgi?374178,http://www.isfdb.org/cgi-bin/title.cgi?2062,"/index.php/A_Reinven%C3%A7%C3%A3o_dos_Drag%C3%B5es_(LdB,_2001,_2%C2%BA_volume)"
532,Estrelas Semeadas,James Blish,,2001,The Seedling Stars,Elsa T S Vieira,,1956,James-Blish,,Elsa-T-S-Vieira,,532-Estrelas-Semeadas,António Pedro,231,Antonio-Pedro,,531-A-Reinvencao-dos-Dragoes-2-volume,533-Os-Renegados-de-Pern-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373901,http://www.isfdb.org/cgi-bin/title.cgi?21844,/index.php/Estrelas_Semeadas
533,Os Renegados de Pern 1º volume,Anne McCaffrey,,2001,The Renegades of Pern,Alexandra Santos Tavares,,1989,Anne-McCaffrey,,Alexandra-Santos-Tavares,,533-Os-Renegados-de-Pern-1-volume,António Pedro,234,Antonio-Pedro,Dragonriders of Pern,532-Estrelas-Semeadas,534-Os-Renegados-de-Pern-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373902,http://www.isfdb.org/cgi-bin/title.cgi?1314,"/index.php/Os_Renegados_de_Pern_(LdB,_2001,_1%C2%BA_volume)"
534,Os Renegados de Pern 2º volume,Anne McCaffrey,,2001,The Renegades of Pern,Alexandra Santos Tavares,,1989,Anne-McCaffrey,,Alexandra-Santos-Tavares,,534-Os-Renegados-de-Pern-2-volume,António Pedro,253,Antonio-Pedro,Dragonriders of Pern,533-Os-Renegados-de-Pern-1-volume,535-Fumos-de-Sonho-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373904,http://www.isfdb.org/cgi-bin/title.cgi?1314,"/index.php/Os_Renegados_de_Pern_(LdB,_2001,_2%C2%BA_volume)"
535,Fumos de Sonho 1º volume,Tricia Sullivan,,2002,Dreaming in Smoke,Alexandra Rolão Tavares,,1998,Tricia-Sullivan,,Alexandra-Rolao-Tavares,,535-Fumos-de-Sonho-1-volume,António Pedro,198,Antonio-Pedro,,534-Os-Renegados-de-Pern-2-volume,536-Fumos-de-Sonho-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?374179,http://www.isfdb.org/cgi-bin/title.cgi?11726,"/index.php/Fumos_de_Sonho_(LdB,_2002,_1%C2%BA_volume)"
536,Fumos de Sonho 2º volume,Tricia Sullivan,,2002,Dreaming in Smoke,Alexandra Rolão Tavares,,1998,Tricia-Sullivan,,Alexandra-Rolao-Tavares,,536-Fumos-de-Sonho-2-volume,António Pedro,199,Antonio-Pedro,,535-Fumos-de-Sonho-1-volume,537-Uma-Nova-Esperanca-em-Pern-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?374180,http://www.isfdb.org/cgi-bin/title.cgi?11726,"/index.php/Fumos_de_Sonho_(LdB,_2002,_2%C2%BA_volume)"
537,Uma Nova Esperança em Pern 1º volume,Anne McCaffrey,,2002,All the Weyrs of Pern,Alexandra Rolão Tavares,,1991,Anne-McCaffrey,,Alexandra-Rolao-Tavares,,537-Uma-Nova-Esperanca-em-Pern-1-volume,António Pedro,308,Antonio-Pedro,Dragonriders of Pern,536-Fumos-de-Sonho-2-volume,538-Uma-Nova-Esperanca-em-Pern-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?374181,http://www.isfdb.org/cgi-bin/title.cgi?2437,"/index.php/Uma_Nova_Esperan%C3%A7a_em_Pern_(LdB,_2002,_1%C2%BA_volume)"
538,Uma Nova Esperança em Pern 2º volume,Anne McCaffrey,,2002,All the Weyrs of Pern,Alexandra Rolão Tavares,,1991,Anne-McCaffrey,,Alexandra-Rolao-Tavares,,538-Uma-Nova-Esperanca-em-Pern-2-volume,António Pedro,318,Antonio-Pedro,Dragonriders of Pern,537-Uma-Nova-Esperanca-em-Pern-1-volume,539-Renascer-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373903,http://www.isfdb.org/cgi-bin/title.cgi?2437,"/index.php/Uma_Nova_Esperan%C3%A7a_em_Pern_(LdB,_2002,_2%C2%BA_volume)"
539,Renascer 1º volume,Maureen F McHugh,,2002,Mission Child,Alexandra Rolão Tavares,,1998,Maureen-F-McHugh,,Alexandra-Rolao-Tavares,,539-Renascer-1-volume,António Pedro,256,Antonio-Pedro,,538-Uma-Nova-Esperanca-em-Pern-2-volume,540-Renascer-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?374158,http://www.isfdb.org/cgi-bin/title.cgi?19450,"/index.php/Renascer_(LdB,_2002,_1%C2%BA_volume)"
540,Renascer 2º volume,Maureen F McHugh,,2002,Mission Child,Alexandra Rolão Tavares,,1998,Maureen-F-McHugh,,Alexandra-Rolao-Tavares,,540-Renascer-2-volume,António Pedro,186,Antonio-Pedro,,539-Renascer-1-volume,541-Os-Trunfos-do-Mal,http://www.isfdb.org/cgi-bin/pl.cgi?374159,http://www.isfdb.org/cgi-bin/title.cgi?19450,"/index.php/Renascer_(LdB,_2002,_2%C2%BA_volume)"
541,Os Trunfos do Mal,Roger Zelazny,,2003,Trumps of Doom,Paulo A Moreira,,1985,Roger-Zelazny,,Paulo-A-Moreira,,541-Os-Trunfos-do-Mal,António Pedro,216,Antonio-Pedro,,540-Renascer-2-volume,542-O-Castelo-de-Lorde-Valentine-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?374160,http://www.isfdb.org/cgi-bin/title.cgi?959,/index.php/Os_Trunfos_do_Mal
542,O Castelo de Lorde Valentine 1º volume,Robert Silverberg,,2003,Lord Valentine's Castle,Paulo A Moreira,,1980,Robert-Silverberg,,Paulo-A-Moreira,,542-O-Castelo-de-Lorde-Valentine-1-volume,António Pedro,282,Antonio-Pedro,,541-Os-Trunfos-do-Mal,543-O-Castelo-de-Lorde-Valentine-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373908,http://www.isfdb.org/cgi-bin/title.cgi?1613,"/index.php/O_Castelo_de_Lorde_Valentine_(LdB,_2003,_1%C2%BA_volume)"
543,O Castelo de Lorde Valentine 2º volume,Robert Silverberg,,2003,Lord Valentine's Castle,Paulo A Moreira,,1980,Robert-Silverberg,,Paulo-A-Moreira,,543-O-Castelo-de-Lorde-Valentine-2-volume,António Pedro,338,Antonio-Pedro,,542-O-Castelo-de-Lorde-Valentine-1-volume,544-A-Primavera-de-Helliconia-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373906,http://www.isfdb.org/cgi-bin/title.cgi?1613,"/index.php/O_Castelo_de_Lorde_Valentine_(LdB,_2003,_2%C2%BA_volume)"
544,A Primavera de Helliconia 1º volume,Brian Aldiss,,2003,Helliconia Spring,Alexandra Rolão Tavares,,1982,Brian-Aldiss,,Alexandra-Rolao-Tavares,,544-A-Primavera-de-Helliconia-1-volume,António Pedro,278,Antonio-Pedro,Helliconia,543-O-Castelo-de-Lorde-Valentine-2-volume,545-A-Primavera-de-Helliconia-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373907,http://www.isfdb.org/cgi-bin/title.cgi?1798,"/index.php/A_Primavera_de_Helliconia_(LdB,_2003,_1%C2%BA_volume)"
545,A Primavera de Helliconia 2º volume,Brian Aldiss,,2003,Helliconia Spring,Alexandra Rolão Tavares,,1982,Brian-Aldiss,,Alexandra-Rolao-Tavares,,545-A-Primavera-de-Helliconia-2-volume,António Pedro,293,Antonio-Pedro,Helliconia,544-A-Primavera-de-Helliconia-1-volume,546-O-Sinal-do-Unicornio,http://www.isfdb.org/cgi-bin/pl.cgi?373915,http://www.isfdb.org/cgi-bin/title.cgi?1798,"/index.php/A_Primavera_de_Helliconia_(LdB,_2003,_2%C2%BA_volume)"
546,O Sinal do Unicórnio,Roger Zelazny,,2003,The Sign of the Unicorn,Elsa T S Vieira,,1975,Roger-Zelazny,,Elsa-T-S-Vieira,,546-O-Sinal-do-Unicornio,António Pedro,215,Antonio-Pedro,,545-A-Primavera-de-Helliconia-2-volume,547-O-Verao-de-Helliconia-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373909,http://www.isfdb.org/cgi-bin/title.cgi?1222,/index.php/O_Sinal_do_Unic%C3%B3rnio
547,O Verão de Helliconia 1º volume,Brian Aldiss,,2003,Helliconia Summer,Alexandra Rolão Tavares,,1983,Brian-Aldiss,,Alexandra-Rolao-Tavares,,547-O-Verao-de-Helliconia-1-volume,António Pedro,198,Antonio-Pedro,Helliconia,546-O-Sinal-do-Unicornio,548-O-Verao-de-Helliconia-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373911,http://www.isfdb.org/cgi-bin/title.cgi?1797,"/index.php/O_Ver%C3%A3o_de_Helliconia_(LdB,_2003,_1%C2%BA_volume)"
548,O Verão de Helliconia 2º volume,Brian Aldiss,,2003,Helliconia Summer,Alexandra Rolão Tavares,,1983,Brian-Aldiss,,Alexandra-Rolao-Tavares,,548-O-Verao-de-Helliconia-2-volume,António Pedro,313,Antonio-Pedro,Helliconia,547-O-Verao-de-Helliconia-1-volume,549-O-Inverno-de-Helliconia-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373910,http://www.isfdb.org/cgi-bin/title.cgi?1797,"/index.php/O_Ver%C3%A3o_de_Helliconia_(LdB,_2003,_2%C2%BA_volume)"
549,O Inverno de Helliconia 1º volume,Brian Aldiss,,2003,Helliconia Winter,Alexandra Rolão Tavares,,1985,Brian-Aldiss,,Alexandra-Rolao-Tavares,,549-O-Inverno-de-Helliconia-1-volume,António Pedro,216,Antonio-Pedro,Helliconia,548-O-Verao-de-Helliconia-2-volume,550-O-Inverno-de-Helliconia-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373912,http://www.isfdb.org/cgi-bin/title.cgi?1796,"/index.php/O_Inverno_de_Helliconia_(LdB,_2003,_1%C2%BA_volume)"
550,O Inverno de Helliconia 2º volume,Brian Aldiss,,2003,Helliconia Winter,Alexandra Rolão Tavares,,1985,Brian-Aldiss,,Alexandra-Rolao-Tavares,,550-O-Inverno-de-Helliconia-2-volume,António Pedro,236,Antonio-Pedro,Helliconia,549-O-Inverno-de-Helliconia-1-volume,551-Os-Vigilantes-do-Imaginario-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373913,http://www.isfdb.org/cgi-bin/title.cgi?1796,"/index.php/O_Inverno_de_Helliconia_(LdB,_2003,_2%C2%BA_volume)"
551,Os Vigilantes do Imaginário 1º volume,Pat Cadigan,,2004,Mindplayers,Alexandra Rolão Tavares,,1987,Pat-Cadigan,,Alexandra-Rolao-Tavares,,551-Os-Vigilantes-do-Imaginario-1-volume,Rogério Silva,153,Rogerio-Silva,,550-O-Inverno-de-Helliconia-2-volume,552-Os-Vigilantes-do-Imaginario-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373914,http://www.isfdb.org/cgi-bin/title.cgi?1520,"/index.php/Os_Vigilantes_do_Imagin%C3%A1rio_(LdB,_2004,_1%C2%BA_volume)"
552,Os Vigilantes do Imaginário 2º volume,Pat Cadigan,,2004,Mindplayers,Alexandra Rolão Tavares,,1987,Pat-Cadigan,,Alexandra-Rolao-Tavares,,552-Os-Vigilantes-do-Imaginario-2-volume,Rogério Silva,245,Rogerio-Silva,,551-Os-Vigilantes-do-Imaginario-1-volume,553-A-Grande-Roda,http://www.isfdb.org/cgi-bin/pl.cgi?373917,http://www.isfdb.org/cgi-bin/title.cgi?1520,"/index.php/Os_Vigilantes_do_Imagin%C3%A1rio_(LdB,_2004,_2%C2%BA_volume)"
